PairKey,Formulation_ID,DrugA,DrugB,CASRN_A,CASRN_B,SMILES_A,SMILES_B,MW_A,MW_B,Percent_Active_A,Percent_Active_B,Total_Active_Percent_Known,Known_Component_Count,Effective_Mixture_MW_ActiveOnly,LD50_A_mg_per_kg,LD50_B_mg_per_kg,neglog_A,neglog_B,Mixture_LD50_mg_per_kg,Mixture_neglog_molkg
CNC.O=C(O)COc1ccc(Cl)cc1Cl||Cc1nn(-c2cc(NS(C)(=O)=O)c(Cl)cc2Cl)c(=O)n1C(F)F,AcuteOralToxicity_PID_225,Sulfentrazone,"2,4-D-dimethylammonium",122836-35-5,2008-39-1,Cc1nn(-c2cc(NS(C)(=O)=O)c(Cl)cc2Cl)c(=O)n1C(F)F,CNC.O=C(O)COc1ccc(Cl)cc1Cl,387.19500000000005,266.124,0.65,26.15,29.599999999999998,4.0,271.5763063492454,2855.0,764.0,2.1323236278767257,2.5419906839484803,1750.0,2.7195621175324436
CNC.O=C(O)COc1ccc(Cl)cc1Cl||O=C(O)COc1nc(Cl)c(Cl)cc1Cl,AcuteOralToxicity_PID_535,"2,4-D-dimethylammonium",Triclopyr,2008-39-1,55335-06-3,CNC.O=C(O)COc1ccc(Cl)cc1Cl,O=C(O)COc1nc(Cl)c(Cl)cc1Cl,266.124,256.472,20.96,9.04,30.0,2.0,263.13991451795357,764.0,679.5,2.5419906839484803,2.576850497427046,5000.0,2.2440954702163403
COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C||N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1S(=O)C(F)(F)F,AcuteOralToxicity_PID_510,Fipronil,S-Methoprene,120068-37-3,65733-16-6,N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1S(=O)C(F)(F)F,COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C,437.15200000000004,310.47800000000007,9.8,11.8,36.6,3.0,365.0333698267624,97.5,,3.6516278539570806,,1979.0,2.7024056880589296
COC=C(C(=O)OC)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1||N#Cc1c[nH]cc1-c1cccc2c1OC(F)(F)O2,AcuteOralToxicity_PID_030,Fludioxonil,Azoxystrobin,131341-86-1,131860-33-8,N#Cc1c[nH]cc1-c1cccc2c1OC(F)(F)O2,COC=C(C(=O)OC)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1,248.18799999999993,403.3940000000001,1.095,1.3250000000000002,30.585,4.0,300.7191288379445,,,,,4064.5,2.4303264769438737
COCC(=O)N(c1c(C)cccc1C)C(C)C(=O)OC||N#Cc1c[nH]cc1-c1cccc2c1OC(F)(F)O2,AcuteOralToxicity_PID_321,Fludioxonil,Metalaxyl-M,131341-86-1,70630-17-0,N#Cc1c[nH]cc1-c1cccc2c1OC(F)(F)O2,COCC(=O)N(c1c(C)cccc1C)C(C)C(=O)OC,248.18799999999993,279.336,32.0,16.0,48.0,2.0,257.769042341918,,,,,3129.0,2.2345839575406328
CON=C(C(=O)OC)c1ccccc1CON=C(C)c1cccc(C(F)(F)F)c1||OC(Cc1ccccc1Cl)(Cn1[nH]cnc1=S)C1(Cl)CC1,AcuteOralToxicity_PID_547,Trifloxystrobin,Prothioconazole,141517-21-7,178928-70-6,CON=C(C(=O)OC)c1ccccc1CON=C(C)c1cccc(C(F)(F)F)c1,OC(Cc1ccccc1Cl)(Cn1[nH]cnc1=S)C1(Cl)CC1,408.37600000000003,344.26700000000005,32.3,10.8,43.099999999999994,2.0,390.1696223805398,,,,,5000.0,2.2578061788086177
COP(=O)(NC(C)=O)SC||O=[N+]([O-])N=C1NCCN1Cc1ccc(Cl)nc1,AcuteOralToxicity_PID_344,Imidacloprid,Acephate,138261-41-3,30560-19-1,O=[N+]([O-])N=C1NCCN1Cc1ccc(Cl)nc1,COP(=O)(NC(C)=O)SC,255.665,183.16899999999998,1.8,50.0,51.8,2.0,184.99179563541827,,866.0,,2.3253340824010444,2615.0,2.135351014971915
COc1c(Cl)ccc(Cl)c1C(=O)[O-].[Na+]||COc1nc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2OCCCl)n1,AcuteOralToxicity_PID_478,Dicamba-sodium,Triasulfuron,1982-69-0,82097-50-5,COc1c(Cl)ccc(Cl)c1C(=O)[O-].[Na+],COc1nc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2OCCCl)n1,243.021,401.83200000000016,50.0,8.8,58.8,2.0,258.2989112602248,,,,,4215.0,2.017947670572449
COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2c(C(=O)O)c(Cl)nn2C)n1||COc1nc(C)nc(NC(=O)NS(=O)(=O)c2ccsc2C(=O)O)n1,AcuteOralToxicity_PID_443,Halosulfuron-methyl,Thifensulfuron,135397-30-7,79277-67-1,COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2c(C(=O)O)c(Cl)nn2C)n1,COc1nc(C)nc(NC(=O)NS(=O)(=O)c2ccsc2C(=O)O)n1,420.79100000000017,373.37200000000007,25.0,8.0,33.0,2.0,408.2224949282824,,,,,2000.0,2.7913529971116984
CSC(C)=NOC(=O)N(C)SN(C)C(=O)ON=C(C)SC||O=[N+]([O-])N=C1NCCN1Cc1ccc(Cl)nc1,AcuteOralToxicity_PID_033,Imidacloprid,Thiodicarb,138261-41-3,59669-26-0,O=[N+]([O-])N=C1NCCN1Cc1ccc(Cl)nc1,CSC(C)=NOC(=O)N(C)SN(C)C(=O)ON=C(C)SC,255.665,354.4790000000001,24.0,24.0,48.0,2.0,297.0704408631405,,66.0,,3.7300465763206216,1750.0,2.5485801546725146
Cc1c(COC(=O)C2C(C=C(Cl)C(F)(F)F)C2(C)C)cccc1-c1ccccc1||O=[N+]([O-])N=C1NCCN1Cc1ccc(Cl)nc1,AcuteOralToxicity_PID_038,Imidacloprid,Bifenthrin,138261-41-3,82657-04-3,O=[N+]([O-])N=C1NCCN1Cc1ccc(Cl)nc1,Cc1c(COC(=O)C2C(C=C(Cl)C(F)(F)F)C2(C)C)cccc1-c1ccccc1,255.665,422.8740000000001,5.7,5.7,11.4,2.0,318.66725777000295,,54.5,,3.889814481513789,1030.0,3.524526365224634
Cn1sc(Cl)cc1=O||Cn1sccc1=O,AcuteOralToxicity_PID_454,5-Chloro-2-methyl-4-isothiazolin-3-one,Methylisothiazolinone,26172-55-4,2682-20-4,Cn1sc(Cl)cc1=O,Cn1sccc1=O,149.602,115.15699999999998,0.79,0.29000000000000004,9.815000000000001,3.0,190.55215917248142,,637.0,,2.2571509100428324,1515.0,3.1347641556408092
N#Cc1c[nH]cc1-c1cccc2c1OC(F)(F)O2||c1ccc2[nH]c(-c3cscn3)nc2c1,AcuteOralToxicity_PID_591,Fludioxonil,Thiabendazole,131341-86-1,148-79-8,N#Cc1c[nH]cc1-c1cccc2c1OC(F)(F)O2,c1ccc2[nH]c(-c3cscn3)nc2c1,248.18799999999993,201.254,1.12,2.13,27.56,4.0,279.26383839038647,,2590.0,,1.8904447568128853,3129.0,2.510329926579277
N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1S(=O)C(F)(F)F||O=[N+]([O-])N=C1NCCN1Cc1ccc(Cl)nc1,AcuteOralToxicity_PID_161,Fipronil,Imidacloprid,120068-37-3,138261-41-3,N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1S(=O)C(F)(F)F,O=[N+]([O-])N=C1NCCN1Cc1ccc(Cl)nc1,437.15200000000004,255.665,6.6,21.4,28.0,2.0,283.39792112284437,97.5,,3.6516278539570806,,2772.0,2.5624454028560284
