DrugA,DrugB,SMILES_A,SMILES_B,LD50_A_mg/kg,LD50_B_mg/kg,Mixture_LD50_mg/kg,MW_A,MW_B,LD50_A_neglog,LD50_B_neglog,Mixture_neglog
Acetophenone,Isophorone,CC(=O)c1ccccc1,CC1=CC(=O)CC(C)(C)C1,2549.44,2104.44,4543.879000000001,120.15099999999995,138.20999999999998,1.673282594241833,1.8174029189459762,1.4537702032410897
Acetophenone,Morpholine,CC(=O)c1ccccc1,C1COCCN1,2549.44,1631.34,1973.95,120.15099999999995,87.122,1.673282594241833,1.7275833515664596,1.7201765897904957
Acetophenone,Nitrobenzene,CC(=O)c1ccccc1,[O-][N+](=O)c1ccccc1,2549.44,599.5,945.3615,120.15099999999995,123.11099999999996,1.673282594241833,2.3125076715555126,2.10944636573327
Acetophenone,Phenyl Cellosolve,CC(=O)c1ccccc1,c1ccccc1OCCO,2549.44,3614.56,4557.134999999999,120.15099999999995,138.166,1.673282594241833,1.582345746423963,1.4524310983770383
Acetophenone,PEG 400,CC(=O)c1ccccc1,OCCOCCOCCOCCOCCOCCOCCOCCO,2549.44,45232.8,8121.651999999999,120.15099999999995,370.4390000000002,1.673282594241833,0.9132632308859374,1.4800443190850718
Acetophenone,Propylene glycol,CC(=O)c1ccccc1,CC(O)CO,2549.44,45894.8,8503.68,120.15099999999995,76.095,1.673282594241833,0.21959263974080165,1.0621639088127377
Acetophenone,Propylene oxide,CC(=O)c1ccccc1,CC1CO1,2549.44,627.07,2128.536,120.15099999999995,58.08,1.673282594241833,1.9667105837403391,1.621872248321362
Acetophenone,Tergitol XD,CC(=O)c1ccccc1,CCCCCCCCCCCCCOCCOCCOCCO,2549.44,5999.6,4138.416,120.15099999999995,332.5250000000001,1.673282594241833,1.7437020056790038,1.7379233295144447
Acetophenone,Tetrachloroethylene,CC(=O)c1ccccc1,ClC(Cl)=C(Cl)Cl,2549.44,12976.0,1529.05,120.15099999999995,165.834,1.673282594241833,1.1065327393989566,1.9708915720925675
Acetophenone,Toluene,CC(=O)c1ccccc1,Cc1ccccc1,2549.44,6762.6,1937.6375,120.15099999999995,92.14099999999999,1.673282594241833,1.1343392211439922,1.738631101897642
Acetophenone,Ucon 50HB260,CC(=O)c1ccccc1,CC(C)OCC(C)OCC(C)O,2549.44,5596.500000000001,5582.5470000000005,120.15099999999995,176.256,1.673282594241833,1.4982274018082817,1.4240260720136448
Acetophenone,Ucon LB250,CC(=O)c1ccccc1,CC(C)OCC(C)OCC(C)O,2549.44,10605.0,9194.111,120.15099999999995,176.256,1.673282594241833,1.2206332370522115,1.207348717480012
Acrylonitrile,Aniline,C=CC#N,Nc1ccccc1,112.84000000000002,725.6199999999999,288.824,53.06399999999999,93.12899999999999,2.6723369068069913,2.1083756950975885,2.4032633042543656
Acrylonitrile,Butyl Cellosolve,C=CC#N,CCCCOCCO,112.84000000000002,2146.76,201.544,53.06399999999999,118.17599999999999,2.6723369068069913,1.740745791372431,2.628205349839179
Acrylonitrile,Butyl ether,C=CC#N,CCCCOCCCC,112.84000000000002,10390.4,271.61,53.06399999999999,130.231,2.6723369068069913,1.0980821084263572,2.528174867049751
Acrylonitrile,Carbon tetrachloride,C=CC#N,ClC(Cl)(Cl)Cl,112.84000000000002,4909.52,286.80000000000007,53.06399999999999,153.823,2.6723369068069913,1.4959822435581474,2.557124059433529
Acrylonitrile,Diethanolamine,C=CC#N,OCCNCCO,112.84000000000002,877.6,985.754,53.06399999999999,105.137,2.6723369068069913,2.07845896604771,1.9044106806810317
Acrylonitrile,Dioxane,C=CC#N,C1COCCO1,112.84000000000002,6683.509999999999,344.81249999999994,53.06399999999999,88.106,2.6723369068069913,1.1200008825933447,2.311129417747608
Acrylonitrile,Ethyl acetate,C=CC#N,CCOC(=O)C,112.84000000000002,9831.8,186.17200000000005,53.06399999999999,88.106,2.6723369068069913,0.9523724492991003,2.578798054755813
Acrylonitrile,Ethyl acrylate,C=CC#N,CCOC(=O)C=C,112.84000000000002,761.1099999999999,240.3585,53.06399999999999,100.11699999999999,2.6723369068069913,2.1190603994765276,2.5033154196475205
Acrylonitrile,Ethyl alcohol,C=CC#N,CCO,112.84000000000002,15543.3,221.70500000000004,53.06399999999999,46.069,2.6723369068069913,0.4718655559401559,2.3494127658482986
Acrylonitrile,Ethylene glycol,C=CC#N,OCCO,112.84000000000002,7189.9800000000005,243.713,53.06399999999999,62.068000000000005,2.6723369068069913,0.9361400691300721,2.3732873576601703
Acrylonitrile,Formalin,C=CC#N,C=O,112.84000000000002,2016.5,448.404,53.06399999999999,30.026,2.6723369068069913,1.1728992539194776,1.966849285228989
Acrylonitrile,Isophorone,C=CC#N,CC1=CC(=O)CC(C)(C)C1,112.84000000000002,2104.44,219.58300000000003,53.06399999999999,138.20999999999998,2.6723369068069913,1.8174029189459762,2.6390272302121813
Acrylonitrile,Morpholine,C=CC#N,C1COCCN1,112.84000000000002,1631.34,519.4245,53.06399999999999,87.122,2.6723369068069913,1.7275833515664596,2.130152217907689
